path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,35,false,false,1,4,4.5144836e7
sequential,35,false,false,1,5,1.7870392e7
sequential,35,false,false,1,6,8.618569e6
sequential,35,false,false,1,7,2.1702556e7
sequential,35,false,false,1,8,6.3566015e6
sequential,35,false,false,1,9,1.9437486e6
sequential,35,false,false,1,10,1.261582e6
sequential,35,false,false,1,11,296503.5
sequential,35,false,false,1,12,202701.14
sequential,35,false,false,1,13,127614.02
sequential,35,false,false,1,14,77361.375
sequential,35,false,false,1,15,58589.69
sequential,35,false,false,1,16,37042.98
sequential,35,false,false,1,17,26798.848
sequential,35,false,false,1,18,11586.915
sequential,35,false,false,1,19,6291.5474
sequential,35,false,false,1,20,2973.7278
sequential,35,false,false,1,21,1628.0803
sequential,35,false,false,1,22,1122.846
sequential,35,false,false,1,23,494.05447
sequential,35,false,false,1,24,301.70822
sequential,35,false,false,1,25,217.49515
sequential,35,false,false,1,26,103.630714
sequential,35,false,false,1,27,51.131664
sequential,35,false,false,1,28,26.196255
sequential,35,false,false,1,29,8.191852
sequential,35,false,false,1,30,4.450175
sequential,35,false,false,1,31,2.1532633
sequential,35,false,false,1,32,1.4945685
sequential,35,false,false,1,33,1.0553811
sequential,35,false,false,1,34,0.5488361
sequential,35,false,false,1,35,0.35694578
sequential,35,false,false,1,36,0.2834551
sequential,35,true,false,1,1,26646.484
sequential,35,true,false,1,2,12295.917
sequential,35,true,false,1,3,15511.738
sequential,35,true,false,1,4,11085.682
sequential,35,true,false,1,5,6654.7954
sequential,35,true,false,1,6,2479.1824
sequential,35,true,false,1,7,1547.7656
sequential,35,true,false,1,8,1585.3187
sequential,35,true,false,1,9,1509.367
sequential,35,true,false,1,10,1237.4021
sequential,35,true,false,1,11,1023.43933
sequential,35,true,false,1,12,720.26306
sequential,35,true,false,1,13,676.5452
sequential,35,true,false,1,14,243.2582
sequential,35,true,false,1,15,181.71461
sequential,35,true,false,1,16,136.9962
sequential,35,true,false,1,17,117.4419
sequential,35,true,false,1,18,91.20169
sequential,35,true,false,1,19,70.25473
sequential,35,true,false,1,20,64.75083
sequential,35,true,false,1,21,81.57234
sequential,35,true,false,1,22,77.99697
sequential,35,true,false,1,23,81.50045
sequential,35,true,false,1,24,74.226974
sequential,35,true,false,1,25,41.587914
sequential,35,true,false,1,26,44.47622
sequential,35,true,false,1,27,48.62293
sequential,35,true,false,1,28,35.741665
